P50077	P36004	0.014823315214	0.0254479620655	0.157096796084	0.0737307764129	0.714874962326
Q04767	P40577	0.0889002754391	-0.0	-0.0	0.398373668665	0.0
P38293	P53066	-0.0	-0.0	-0.0	0.302904847514	0.0
P38115	P50947	0.020396456066	0.0571502641016	-0.0	0.207282718861	0.0
Q06169	P40552	0.172227213921	-0.0	-0.0	-0.211097316569	0.0
Q08963	P12685	0.014823315214	0.0254479620655	-0.0	0.32448750148	0.0
P02293	Q12403	0.0889002754391	-0.0	-0.0	0.257463230407	-0.534454889826
P46957	P32601	0.234596764883	0.195672993	0.0784402175101	0.395915870577	0.0
P53885	P40360	0.0503328628171	0.069284733841	-0.0	0.322574874708	0.0
P47977	Q03790	0.123307316178	0.15075770429	0.157096796084	0.0991631704747	0.0
P25360	P38758	0.014823315214	0.171984785753	-0.0	0.0947487179491	0.0
P38724	P53853	0.0889002754391	0.171984785753	-0.0	0.0165616060548	0.0
Q04712	P30656	0.165321600934	0.0817238430203	-0.0	-0.0780703075115	0.0
P28006	P38523	0.165321600934	0.176597260558	0.384874002623	0.027041071537	0.0
P0CX41	P53944	0.0441892653991	0.247292416966	-0.0	-0.188540377452	0.0
Q06001	Q04921	0.131782454539	0.41794065238	-0.0	0.18916683455	0.352055227842
P32486	P26449	0.0889002754391	0.118004558098	-0.0	0.172233114954	1.3227703195
Q08108	P53633	0.172227213921	0.0571502641016	-0.0	0.147721444717	0.0
P25608	P40160	-0.0	0.0457812468469	0.157096796084	0.00541916370887	2.02349616544
P14737	P21954	0.177525602396	0.125059723822	0.122049526927	0.0370363098503	0.0
P38785	P18544	0.0889002754391	0.069284733841	0.0784402175101	0.0727608679476	0.0
P50875	P34244	0.0889002754391	0.231292025888	-0.0	0.169450570515	0.0
P53137	P32529	0.020396456066	-0.0	0.0784402175101	-0.0936438508881	0.0
P53751	P07560	0.131782454539	-0.0	-0.0	0.00204621417273	0.0
P38818	P38728	-0.0	-0.0	-0.0	0.120290583774	0.0
P37838	P41910	0.374827566402	0.149160338706	0.0784402175101	-0.0660118270957	1.6109768445
P32471	Q03834	0.165321600934	0.0817238430203	0.122049526927	0.188367422611	2.52504831924
Q8TGJ3	P32338	0.0503328628171	-0.0	-0.0	-0.0328136227763	0.0
P32505	P40693	0.116455644068	0.264809625201	0.218710724295	0.37032360916	0.0
P47180	P53110	-0.0	-0.0	-0.0	0.128205785783	0.0
P48412	P0CE69	-0.0	0.348951904994	0.218225523906	0.253963618827	1.96623550499
P0CX54	Q12442	0.014823315214	0.144118085655	0.0784402175101	0.298651926669	0.0
P53135	P25554	0.411866168171	0.149160338706	0.0784402175101	0.190938821711	0.0
P33767	P06633	-0.0	0.125059723822	0.112169900319	0.129402717012	0.0
P32830	P41810	0.195375357317	0.234317685968	-0.0	0.233868067735	0.0
P38319	P38704	0.116455644068	0.149160338706	-0.0	0.373284740035	0.0
P50113	P09932	0.020396456066	0.148173219096	0.234596764883	-0.192553383723	0.0
P50090	P39726	0.014823315214	0.069284733841	-0.0	0.00484491879344	0.0
Q04511	P40159	0.123307316178	-0.0	-0.0	0.229924771639	0.0
Q03862	P38089	0.0441892653991	0.148173219096	0.234596764883	0.0818355281773	0.0
Q03103	P36519	0.0889002754391	0.148173219096	-0.0	0.0772132820113	0.0
P53168	Q06608	0.116455644068	0.0571502641016	0.0784402175101	-0.0134779075331	0.0
P0CX43	Q12156	0.177525602396	0.0254479620655	0.0784402175101	0.196935864364	0.0
P53290	P53046	0.020396456066	0.443529281814	-0.0	0.315207432369	1.75297980157
P46655	P38439	0.165321600934	0.149160338706	0.218710724295	0.219361561408	0.0
P37267	P53615	0.336931823181	0.0254479620655	-0.0	0.330594059699	0.0
Q6Q560	P40072	0.195177363825	0.118004558098	-0.0	0.200553319638	0.0
P87284	P69771	0.131782454539	0.171984785753	-0.0	0.243667232929	0.0
P51998	P35183	0.0503328628171	0.125059723822	-0.0	0.137623295482	2.10995950821
P38873	P47143	0.0503328628171	0.069284733841	0.0784402175101	0.123698173775	1.3181845848
P32571	P32874	0.210557618708	0.12662224686	0.112169900319	0.160179194536	0.0
P25491	P38711	0.373004281926	0.176597260558	0.234596764883	0.221408122148	0.0
P00045	P32581	0.0503328628171	0.339815572643	0.157096796084	0.369172522756	0.0
Q06592	P38260	0.0441892653991	0.148173219096	0.0784402175101	0.355240372875	0.779511113073
P38351	P21734	0.165321600934	0.415815708851	0.0784402175101	0.285359171686	0.0
P47137	Q03496	0.0441892653991	0.0570912448554	-0.0	-0.31846538779	1.86460702613
P05150	Q07904	0.0441892653991	0.069284733841	-0.0	0.208773611054	0.674309121027
P42936	P53090	-0.0	-0.0	-0.0	-0.229843095959	0.0
Q04894	P25580	-0.0	0.125059723822	0.112169900319	-0.104629592746	0.0
P53093	P38992	0.270981031907	-0.0	0.0784402175101	-0.0568886138705	0.0
P47149	P23254	0.020396456066	0.069284733841	-0.0	0.0605067835254	0.0
